epoch,train_loss,val_mae,val_mse,val_spearman
39,0.0066197393378158945,0.05962527543306351,0.005807190202176571,-0.0220675719
40,0.0066547807878879475,0.06090954691171646,0.005770847667008638,-0.0246291297
41,0.00659776781094516,0.06109324470162392,0.005775212310254574,-0.0219747206
42,0.006590722856416163,0.060508083552122116,0.005756123922765255,0.00407934
43,0.006553407129965094,0.062095899134874344,0.005787953268736601,0.02220032
44,0.006562279028944629,0.05923900380730629,0.005771412048488855,0.0379892088
45,0.006510181964224816,0.0623968169093132,0.005808218382298946,0.0048547791
46,0.006619271516790774,0.06195838749408722,0.005752774886786938,0.0519800433
47,0.006524300118061629,0.061752524226903915,0.005733769852668047,0.0646368209
48,0.006135612228895972,0.05751659348607063,0.005264806095510721,0.3281256824
49,0.0055072764525865795,0.05249805003404617,0.004992721136659384,0.4243116669
50,0.005240139674264129,0.053774163126945496,0.0048198760487139225,0.4571571832
51,0.004775489253898889,0.05105318874120712,0.00494948448613286,0.4551781835
52,0.00468323448486302,0.04620930552482605,0.004014456178992987,0.5389762811
53,0.00412795565721871,0.05136331543326378,0.004502288997173309,0.5547031749
54,0.004280530986394508,0.044233087450265884,0.004135631490498781,0.5712131219
55,0.004254873603640351,0.04202551767230034,0.0034931881818920374,0.5969350882
56,0.003906488651004532,0.041743967682123184,0.0031133706215769053,0.6111617657
57,0.0037700639218696446,0.0413556843996048,0.002975314389914274,0.6391777868
58,0.003578004778693083,0.03976956382393837,0.002934870542958379,0.6442314474
59,0.0034453997856240953,0.04036889970302582,0.0031231711618602276,0.6175553433
60,0.0035794419848591236,0.04217369854450226,0.0028651924803853035,0.644040061
61,0.003539066372155521,0.039791155606508255,0.0028444533236324787,0.6468399762
62,0.0032231605012598315,0.03941599279642105,0.0027737587224692106,0.6555414372
63,0.0032473251233670637,0.03850134462118149,0.002905099419876933,0.6349038024
64,0.003188373203092635,0.0393105074763298,0.0030082613229751587,0.6308530033
65,0.0032144304165459504,0.03858112916350365,0.002791693666949868,0.6526156559
66,0.003216805567325724,0.0378100723028183,0.002737516537308693,0.6530356488
67,0.003007142082425742,0.0364459864795208,0.0026735735591500998,0.6666799193
68,0.0030017136180442343,0.03857851028442383,0.002728997264057398,0.6618058024
69,0.0029494073935101735,0.0366741418838501,0.002546243602409959,0.6730872428
70,0.0030096223614612225,0.037776995450258255,0.0026153246872127056,0.6703024817
71,0.002790558416385701,0.036338966339826584,0.0025595969054847956,0.6798589408
72,0.0029263674341437553,0.03831907734274864,0.0028047331143170595,0.6558544228
73,0.0028273716365529895,0.03789745643734932,0.0027083992026746273,0.6780520832
74,0.0027463986423651456,0.038346100598573685,0.002506716875359416,0.6943438315
75,0.0028041274548812564,0.03691839054226875,0.002500551752746105,0.6898935141
76,0.0026150880109543175,0.038395773619413376,0.0026906428392976522,0.6807528532
77,0.002733281898227605,0.03991534188389778,0.002846101066097617,0.6838258223
78,0.0026318176777653524,0.0356825515627861,0.002444248413667083,0.6964454878
79,0.0025911413967025137,0.037183985114097595,0.0025244257412850857,0.6928947926
80,0.0024334104296146455,0.035577841103076935,0.002593696815893054,0.6801406279
81,0.002460589487134974,0.0361710786819458,0.002521136775612831,0.7157408408
82,0.0024847907024583673,0.03654167428612709,0.002569768112152815,0.7004301333
83,0.0023946522488689733,0.03716038540005684,0.0026751819532364607,0.6685973793
84,0.0025937504877422512,0.03801235556602478,0.002709063235670328,0.7033068519
85,0.0022509756942247603,0.03884699568152428,0.0027353886980563402,0.6798473096
86,0.002246450551767985,0.03905210644006729,0.0029528215527534485,0.6824939415
87,0.0022738259185576945,0.038390178233385086,0.0026846611872315407,0.7100366776
88,0.0021332024632290275,0.03594173118472099,0.002488919533789158,0.7018565442
89,0.0021367261445006383,0.03532877564430237,0.002598760649561882,0.7170651084
90,0.0022124896231385817,0.03765259310603142,0.002852753037586808,0.676255165
91,0.0022940267560840337,0.041669826954603195,0.00322567205876112,0.7119505424
92,0.0021643263591418346,0.037193506956100464,0.002789917401969433,0.6956425104
93,0.0022902031760719237,0.03855942189693451,0.0031406262423843145,0.674410453
94,0.001910553970975789,0.03689476102590561,0.0027547795325517654,0.6915106771
95,0.0021172871463836754,0.03539112210273743,0.0025520145427435637,0.715629604
96,0.0021094116250249075,0.03812845051288605,0.003009157022461295,0.6901580716
97,0.0018869395432444588,0.03627027943730354,0.002861134009435773,0.7194129236
98,0.0018278389952140178,0.03760693222284317,0.0030578102450817823,0.6992378272
99,0.0020091325134446235,0.03576640784740448,0.0026779770851135254,0.7041889216
100,0.001793736962931529,0.036525484174489975,0.002829774981364608,0.7181174168
101,0.0017355035420413374,0.03683248534798622,0.0027616238221526146,0.7211419578
102,0.0018150975102410758,0.03480364382266998,0.002720015589147806,0.7219897682
103,0.0018449734801458566,0.03623903542757034,0.002728269202634692,0.7284269099
104,0.001763787709998789,0.0404495932161808,0.0032821674831211567,0.7201385004
105,0.0017826488218384655,0.03782443702220917,0.0030165696516633034,0.6855933452
106,0.001797856340248879,0.03671574592590332,0.002835977589711547,0.7153132347
107,0.0019425247317204064,0.036999043077230453,0.0029111767653375864,0.721321713
108,0.0015879161797012343,0.03577733784914017,0.002729023341089487,0.7302832531
109,0.0015216359963298666,0.03668458014726639,0.0029948116280138493,0.7270040942
110,0.0016707154318848954,0.03639507666230202,0.002783976960927248,0.711266838
111,0.001610558024278852,0.03685632348060608,0.002804202726110816,0.7471368952
112,0.0016211827789863495,0.03746858239173889,0.002941760467365384,0.7208268574
113,0.0014761838853457618,0.035744328051805496,0.0027866114396601915,0.7448339131
114,0.0015015268048468328,0.03557690978050232,0.0027315840125083923,0.7229653106
115,0.001420842663744994,0.03880397975444794,0.0032192105427384377,0.7340003805
116,0.0014902927995149129,0.03410772979259491,0.002588447416201234,0.7373620154
117,0.0016099947030266272,0.035070449113845825,0.002684482606127858,0.7344002831
118,0.0015173507961008833,0.03831787407398224,0.0032053496688604355,0.7383591285
119,0.0014056629813249534,0.03741952404379845,0.003175935475155711,0.7360440921
120,0.001464030127773095,0.03711901232600212,0.0028969566337764263,0.720407998
121,0.0013829596641181338,0.03684926778078079,0.0031355705577880144,0.73022552
122,0.0013667219011441031,0.03639445826411247,0.003082422772422433,0.7407037715
123,0.0014501725471091139,0.037449393421411514,0.003154221223667264,0.7225665418
124,0.0014736108675623507,0.03643793985247612,0.0029831237625330687,0.7417617899
125,0.0013654221863595329,0.037436749786138535,0.0032089315354824066,0.733267402
126,0.0013940834736477822,0.03723640367388725,0.0032699191942811012,0.7098433878
127,0.0014197099360371928,0.03670743852853775,0.0030158795416355133,0.733686126
128,0.0012971144291609648,0.035953354090452194,0.0029637322295457125,0.7288227945
129,0.0012948829877209552,0.037445105612277985,0.003219373058527708,0.742480388
130,0.0012942373768421139,0.03499630466103554,0.0027359214145690203,0.7570014412
131,0.0013025377068156033,0.036343589425086975,0.0028403839096426964,0.7416275021
132,0.0013197411794635813,0.03630384802818298,0.0030523084569722414,0.7277220578
133,0.0012520405453481818,0.03631016984581947,0.002912815660238266,0.7328013072
134,0.0011931784577052934,0.03617628663778305,0.002968139247968793,0.7317578807
135,0.001113202166214416,0.034924279898405075,0.002999609336256981,0.7626117087
136,0.001196711680766639,0.03520280867815018,0.002838394371792674,0.7387148324
137,0.0013593133511025548,0.03607863932847977,0.0029384095687419176,0.7351823243
138,0.0011626434920319066,0.03636417165398598,0.003103284165263176,0.7385462854
139,0.0010711950243224354,0.03602220490574837,0.003146571572870016,0.7360220986
140,0.0010822173876838146,0.03613600879907608,0.0031390455551445484,0.751444228
141,0.0010791100086518437,0.035281479358673096,0.003005350474268198,0.7651464694
142,0.0011227224300555231,0.03613590821623802,0.0029488946311175823,0.7339214997
143,0.000987891110228901,0.03762053698301315,0.0032605472952127457,0.7281843461
144,0.001145563378966704,0.03802340105175972,0.003197453450411558,0.7194224401
145,0.0014095600102520887,0.040770240128040314,0.0034586710389703512,0.7287481432
146,0.0016071096715386912,0.0380270853638649,0.0034318706020712852,0.7365626332
147,0.0011737600036032564,0.03570903092622757,0.003161415923386812,0.7510003646
148,0.0013086160521990147,0.03576580435037613,0.002967390464618802,0.7489395233
149,0.0012144938841499129,0.03516801446676254,0.002955271629616618,0.7354781803
150,0.0011515429199205668,0.03695540502667427,0.0029949508607387543,0.7445264258
