epoch,train_loss,val_mae,val_mse,val_spearman
1,0.05908219720104238,0.058774977922439575,0.005893321707844734,-0.0434233325
2,0.007041267127356966,0.061095621436834335,0.005766991060227156,-0.028074758
3,0.00668383726028666,0.06049388274550438,0.005768819712102413,-0.0353232754
4,0.006687951995876757,0.0607321560382843,0.005768351256847382,-0.0401090452
5,0.00667847387941156,0.06073189526796341,0.00577063113451004,-0.0273648947
6,0.006673980011916693,0.059719059616327286,0.005797587800770998,-0.0079628075
7,0.006664992784539712,0.06062754616141319,0.005769040435552597,0.020227951
8,0.006663404058063987,0.06061854586005211,0.005750793963670731,0.1003083018
9,0.006588894281197678,0.059707317501306534,0.005676856730133295,0.2682073598
10,0.006387181482243487,0.05930915102362633,0.005485996603965759,0.3221956619
11,0.006160273690334995,0.05867074429988861,0.005268005654215813,0.39066127
12,0.005943875570295655,0.05660874396562576,0.005038367118686438,0.4373906599
13,0.00555092795240181,0.05415729433298111,0.004952106159180403,0.4494207281
14,0.0056132084652278065,0.052334096282720566,0.00455532968044281,0.5185239386
15,0.005105425002256273,0.048716649413108826,0.004063033498823643,0.5619067086
16,0.004632392576319775,0.04638249799609184,0.003601654199883342,0.6103215685
17,0.004343774192756764,0.04311671108007431,0.003691802965477109,0.6136975838
18,0.004121787530260601,0.041408028453588486,0.003370788414031267,0.6256231825
19,0.0038114751717357926,0.04346724599599838,0.003146146424114704,0.6549361907
20,0.003703101521555638,0.043261341750621796,0.0030907311011105776,0.6586871543
21,0.0034401311150490384,0.037257131189107895,0.0027604030910879374,0.6665158133
22,0.0033232770339806277,0.036765359342098236,0.0025783125311136246,0.664172862
23,0.0031367023954096264,0.03502302244305611,0.002535487525165081,0.6628701651
24,0.0030857828130333833,0.03893269598484039,0.002882059896364808,0.6607907139
25,0.0030946669094020426,0.03765498101711273,0.0025648768059909344,0.6717096831
26,0.002751698554245592,0.040542688220739365,0.0025896497536450624,0.6614500985
27,0.002791929837609649,0.036224283277988434,0.0025847777724266052,0.674452114
28,0.0026109985756267544,0.03531236946582794,0.0024455548264086246,0.6488494659
29,0.0024919073409374183,0.0363583117723465,0.0024765883572399616,0.6771224313
30,0.0024447585044662873,0.04146796092391014,0.003151976503431797,0.6658879387
31,0.0025846507548248545,0.032607551664114,0.00220482237637043,0.6923907052
32,0.002219275641960628,0.033576566725969315,0.002187199192121625,0.6901741438
33,0.0022789973677513568,0.03473221883177757,0.002524305135011673,0.669310056
34,0.002199509687455528,0.03530010208487511,0.0025096896570175886,0.6888758878
35,0.0021878647283146754,0.03213239461183548,0.002216943306848407,0.6900829973
36,0.0021704000832374155,0.03203604370355606,0.0021131185349076986,0.6938460152
37,0.0020748047886742773,0.03800274431705475,0.0028573249001055956,0.6819087853
38,0.0020186788536504102,0.03328731283545494,0.0021394321229308844,0.6943689972
39,0.001934818307358854,0.0328492633998394,0.002163644414395094,0.6871250716
40,0.0018769109341665647,0.03454459458589554,0.0024578627198934555,0.6826373228
41,0.0018242509581032685,0.03196733072400093,0.0021250336430966854,0.7141249467
